dataset,client_id,matrix_type,neighbor_type,mean_js_to_global
UNSW,7,random,random_n,0.6213261650419564
UNSW,8,random,topn,0.7381821477371894
UNSW,8,random,random_n,0.6217835883057465
UNSW,9,random,topn,0.506530489682265
UNSW,9,random,random_n,0.7304366213978666
UNSW,10,random,topn,0.6609541394075878
UNSW,10,random,random_n,0.6122039307992089
UNSW,11,random,topn,0.5954476460280764
UNSW,11,random,random_n,0.4759209659969667
UNSW,12,random,topn,0.5754282750762827
UNSW,12,random,random_n,0.7513060693637174
UNSW,13,random,topn,0.541332179352162
UNSW,13,random,random_n,0.5080482771620711
UNSW,14,random,topn,0.5167534125319856
UNSW,14,random,random_n,0.49701129602078825
UNSW,15,random,topn,0.5140580698650242
UNSW,15,random,random_n,0.5163625072587533
UNSW,16,random,topn,0.6014135208051862
UNSW,16,random,random_n,0.67642162298969
UNSW,17,random,topn,0.6220825841377909
UNSW,17,random,random_n,0.5544095776145049
UNSW,18,random,topn,0.5687640175625434
UNSW,18,random,random_n,0.6069832276244894
UNSW,19,random,topn,0.6688410007237402
UNSW,19,random,random_n,0.6264749356227483
UNSW,20,random,topn,0.4934296321504772
UNSW,20,random,random_n,0.6682508194842476
UNSW,21,random,topn,0.4701380304072815
UNSW,21,random,random_n,0.6211363182067786
UNSW,22,random,topn,0.6124170085634929
UNSW,22,random,random_n,0.572656152675379
UNSW,23,random,topn,0.6009083604578821
UNSW,23,random,random_n,0.5825163033576023
UNSW,24,random,topn,0.5151647876579555
UNSW,24,random,random_n,0.5236661272846732
UNSW,25,random,topn,0.5919196643621709
UNSW,25,random,random_n,0.5339190639406212
UNSW,26,random,topn,0.6430754041576304
UNSW,26,random,random_n,0.518957559103999
UNSW,27,random,topn,0.6442850338816312
UNSW,27,random,random_n,0.5059087488834478
UNSW,28,random,topn,0.5550877799575833
UNSW,28,random,random_n,0.5593824596413413
UNSW,29,random,topn,0.44187712015412123
UNSW,29,random,random_n,0.6352508518276458
UNSW,30,random,topn,0.5777453928754922
UNSW,30,random,random_n,0.510314719737732
