dataset,client_id,matrix_type,neighbor_type,mean_entropy
NSLKDD,22,label_affinity,random_n,0.7029818483047441
NSLKDD,23,label_affinity,topn,0.9203011239268974
NSLKDD,23,label_affinity,random_n,0.5581051546499055
NSLKDD,24,label_affinity,topn,0.0
NSLKDD,24,label_affinity,random_n,0.4631304109092351
NSLKDD,25,label_affinity,topn,0.5689100574143153
NSLKDD,25,label_affinity,random_n,0.647684086654052
NSLKDD,26,label_affinity,topn,0.28444687563821097
NSLKDD,26,label_affinity,random_n,0.2962685201698036
NSLKDD,27,label_affinity,topn,0.3701663631759422
NSLKDD,27,label_affinity,random_n,0.5678975702425209
NSLKDD,28,label_affinity,topn,0.6651431736947235
NSLKDD,28,label_affinity,random_n,0.4746989383249241
NSLKDD,29,label_affinity,topn,0.1320195019139422
NSLKDD,29,label_affinity,random_n,1.007713464483252
NSLKDD,30,label_affinity,topn,0.03557026816744285
NSLKDD,30,label_affinity,random_n,0.33182301007262743
NSLKDD,31,label_affinity,topn,0.3725668709423989
NSLKDD,31,label_affinity,random_n,0.41735043485797957
NSLKDD,32,label_affinity,topn,0.44182334901831927
NSLKDD,32,label_affinity,random_n,0.8449542146778429
NSLKDD,33,label_affinity,topn,0.6311043939360349
NSLKDD,33,label_affinity,random_n,0.30606115804755024
NSLKDD,34,label_affinity,topn,0.44737527479056743
NSLKDD,34,label_affinity,random_n,0.5500201510216547
NSLKDD,35,label_affinity,topn,0.794885540762495
NSLKDD,35,label_affinity,random_n,0.3288926546366498
NSLKDD,36,label_affinity,topn,0.4516994911681798
NSLKDD,36,label_affinity,random_n,0.2411031097666685
NSLKDD,37,label_affinity,topn,1.0392993075778825
NSLKDD,37,label_affinity,random_n,0.1789370909032948
NSLKDD,38,label_affinity,topn,0.9439627719252921
NSLKDD,38,label_affinity,random_n,0.3726331776634308
NSLKDD,39,label_affinity,topn,0.9382631463845149
NSLKDD,39,label_affinity,random_n,0.5080088755666838
NSLKDD,40,label_affinity,topn,0.3980312245089352
NSLKDD,40,label_affinity,random_n,0.7333352759728631
NSLKDD,41,label_affinity,topn,0.3971898710472475
NSLKDD,41,label_affinity,random_n,0.3392271139789527
NSLKDD,42,label_affinity,topn,0.8449996284173036
NSLKDD,42,label_affinity,random_n,0.5918818645336626
NSLKDD,43,label_affinity,topn,0.48627014229945936
NSLKDD,43,label_affinity,random_n,0.48071084633820976
NSLKDD,44,label_affinity,topn,0.2141305289454846
NSLKDD,44,label_affinity,random_n,0.5510271930309362
NSLKDD,45,label_affinity,topn,0.49145680930880514
NSLKDD,45,label_affinity,random_n,0.6434948109912018
NSLKDD,46,label_affinity,topn,0.4213896734698815
NSLKDD,46,label_affinity,random_n,0.16904525360684652
NSLKDD,47,label_affinity,topn,0.362482207623474
NSLKDD,47,label_affinity,random_n,0.4078064705297903
NSLKDD,48,label_affinity,topn,0.4001015720226338
NSLKDD,48,label_affinity,random_n,0.43422981551364953
NSLKDD,49,label_affinity,topn,0.2499563064635726
NSLKDD,49,label_affinity,random_n,0.41023374306657917
NSLKDD,0,random,topn,0.321234650834382
NSLKDD,0,random,random_n,0.8840167694695632
NSLKDD,1,random,topn,0.4126506417752709
NSLKDD,1,random,random_n,0.5210830519708797
NSLKDD,2,random,topn,0.8129688477149667
NSLKDD,2,random,random_n,0.5564989864995616
NSLKDD,3,random,topn,0.7441056041072032
NSLKDD,3,random,random_n,0.9614685959741318
NSLKDD,4,random,topn,0.5475633561823344
NSLKDD,4,random,random_n,0.40178241620827904
NSLKDD,5,random,topn,0.1433668227358519
NSLKDD,5,random,random_n,0.17500304133932718
NSLKDD,6,random,topn,0.5961308670476168
NSLKDD,6,random,random_n,0.8305331816611151
NSLKDD,7,random,topn,0.26688191520815074
NSLKDD,7,random,random_n,0.7542044173389971
NSLKDD,8,random,topn,0.2833167519894529
NSLKDD,8,random,random_n,0.42384248987389733
NSLKDD,9,random,topn,0.6579113477014701
NSLKDD,9,random,random_n,0.6400549804114041
NSLKDD,10,random,topn,0.14637191478743358
NSLKDD,10,random,random_n,0.14497127009429292
NSLKDD,11,random,topn,0.759145813963135
NSLKDD,11,random,random_n,0.9511621151406376
NSLKDD,12,random,topn,0.4275517110247116
NSLKDD,12,random,random_n,0.7048792945734315
NSLKDD,13,random,topn,0.5288203113972635
NSLKDD,13,random,random_n,0.5856045538153788
NSLKDD,14,random,topn,0.43817674992064076
NSLKDD,14,random,random_n,0.5340475459347233
NSLKDD,15,random,topn,0.6020343880186018
NSLKDD,15,random,random_n,0.273790907587588
NSLKDD,16,random,topn,0.5384033797704574
NSLKDD,16,random,random_n,0.574588596196327
NSLKDD,17,random,topn,0.5480039884122304
NSLKDD,17,random,random_n,0.24970079711292748
NSLKDD,18,random,topn,0.29053455268520195
NSLKDD,18,random,random_n,0.7550866250379752
NSLKDD,19,random,topn,0.21316567272858192
NSLKDD,19,random,random_n,0.43270388635278206
